Source,Target
REBEIA,BATUTN
MONASP-3,BATUTN
SOALWW,BATUTN
SWEOWA,BATUTN
LIUWSA,BATUTN
SOANAW,BATUTN
OLILEO-2,BATUTN
LEEUTD,BATUTN
STAMTA-3,DURGFT
BROPEA-7,DURGFT
SYMEIA,DURGFT
ZEDSEA,DURGFT
ALVEEO-3,DURGFT
DURWIA-3,DURGFT
DURDSE,DURGFT
PEDDOE,DURGFT
DURWIA-2,DURGFT
ZEDSTB,DURGFT
DURCDL-2,DURGFT
DURCSI-2,DURGFT
PANTPI-2,DURGFT
ALVAAA-5,DURGFT
MAJEJI,DURGFT
RUSCEA,DURGFT
BEIPOS-4,DURGFT
NEFAPC,DURGFT
GRORIM-4,DURGFT
MURAAT-14,DURGFT
ROABBA-3,DURGFT
BAREAA-15,DURGFT
RATLTL-2,DURGFT
FERDPO-2,DURGFT
WIEMPA-3,DURGFT
DURAFF,DURGFT
KOSWHN,DURGFT
POZAOR,DURGFT
HILEAT-5,DURGFT
ANGFCT,DURGFT
NARATI-2,DURGFT
ANZCTR,DURGFT
DURCSA-6,DURGFT
FEREOA-4,DURGFT
SCHDDA-11,DURGFT
SCHDDA-9,DURGFT
DURTNC,DURGFT
DURAFF-4,DURGFT
BEIOTT,DURGFT
DAOCFD,WIETGT
DAODEP,WIETGT
THOWBR-2,WIETGT
MCPCEA,WIETGT
DIPQLA,WIETGT
DAOTCP,WIETGT
DAOIAA,WIETGT
DAOAAI,WIETGT
DAOSAB,WIETGT
KARRWH,WIETGT
DAOTPI,WIETGT
HAMWIT-2,WIETGT
SCHCAT-66,WIETGT
BARDFT-4,WIETGT
MNDUIN,SKISEB
KORSEA-2,SKISEB
HIRGNA,SKISEB
KORADO-2,SKISEB
BLIMG,SKISEB
THOHTB-4,SKISEB
FATCSR-2,ZERCIA
DEKMAE,ZERCIA
BARHNA-2,ZERCIA
MENELA,ZERCIA
STEIFT,ZERCIA
ZHAWDC,ZERCIA
ARCHMV,ZERCIA
ZHOJWE,ZERCIA
BEJBDA,ZERCIA
UTGRCC,ZERCIA
BHABWG,ZERCIA
SAXDCM,ZERCIA
THOPCF-2,ZERCIA
BAUAFM,ZERCIA
ROTTIO-13,ZERCIA
CHECMA-4,ZERCIA
LIIOD-3,ZERCIA
PETTIO-19,ZERCIA
BAITGT-3,ZERCIA
OSBEOE,ZERCIA
DRIFII,ZERCIA
DAHTEO-3,ZERCIA
BEDGTF,ZERCIA
FACSRD,SMORK
QUICAP-5,SMORK
MURTTO-19,SMORK
EFAWIS,SMORK
QUITBG,SMORK
QUIPAA-13,SMORK
HIPCWN,SMORK
HIPESC,SMORK
RUCPAI-2,SMORK
ANDLAW-2,SCHMTO-13
ANDLDV-4,SCHMTO-13
BADFDI,SCHMTO-13
RAMCTR-2,SCHMTO-13
SCHTIO-136,SCHMTO-13
SCHWCL-2,SCHMTO-13
BUCBAP,JACWCA-2
CLAACD-5,JACWCA-2
JACPTM,JACWCA-2
JACEAA-5,JACWCA-2
LENCAB,JACWCA-2
SATADA,JACWCA-2
FRIAWT-2,METMPE
RAMHTK,METMPE
PETTSA-11,METMPE
ARAGAS-2,METMPE
GALIAC-2,METMPE
IRWHMC,METMPE
KATRAD-2,METMPE
NIIFOC,METMPE
SCHSCT-7,METMPE
WOOESI-2,METMPE
MILSM-11,METMPE
CHAASS-7,METMPE
ALCAIT,METMPE
COSTPO-16,METMPE
RAMTTO-9,METMPE
KITARO-3,METMPE
PINDOT,METMPE
GENCSS,METMPE
WINCIS-3,METMPE
WONIAM-2,METMPE
SCHSBD-13,METMPE
RAMSTV,METMPE
MILSMA-2,METMPE
MILPBT-4,METMPE
MALMMW,METMPE
WOOTPT-7,METMPE
SIGRAC-2,METMPE
ATMTPC,METMPE
ALCILD-2,METMPE
ALCILD,METMPE
WILPS-14,METMPE
ALCAIT-2,METMPE
CHIDTE-2,METMPE
WOOSIS-3,METMPE
SRICWC,METMPE
SMIWBA-3,METMPE
JOSNAA-2,METMPE
PAOROI,METMPE
LANSLA-2,METMPE
LANESE,METMPE
FAINTA-3,MYKASO
MYKBTT,MYKASO
WELCIA,MYKASO
MYKPII,MYKASO
REDIGA,MYKASO
MYKMAT-2,MYKASO
KIELPI,DRAMAT-2
DRADPA-2,DRAMAT-2
WIEVPF,DRAMAT-2
BLOTBB,DRAMAT-2
BURBPP,DRAMAT-2
WIEPVP,DRAMAT-2
BRIABA-4,DRAMAT-2
MUNITA-2,DRAMAT-2
MARIPP-4,DRAMAT-2
GRETPB-5,DRAMAT-2
PAISTP,DRAMAT-2
EFATCE,DRAMAT-2
HOMAO,STAORT-3
CAIAIA,STAORT-3
WULCMW,STAORT-3
DERAIA,STAORT-3
IBEOAE,STAORT-3
ANDABD-2,STAORT-3
RYAAAE-2,STAORT-3
WENAPP-2,STAORT-3
FAROTC-3,STAORT-3
HOPSDT,FALHID-2
KAZLIU,FALHID-2
ICHECZ,FALHID-2
BELQTF,FALHID-2
FALHIR,FALHID-2
EMESVA,FALHID-2
KRACOD-4,FALHID-2
FOSNIT-2,FALHID-2
CLAWHM,FALHID-2
YAPDAI,FALHID-2
WARALE-2,FALHID-2
LINSVA,FALHID-2
EDGHSP,FALHID-2
WILCBA-10,FALHID-2
DEONEI,FALHID-2
XUHDJ,LAWETI-3
GREMTG-5,LAWETI-3
MESWMF,LAWETI-3
ZHASRH,LAWETI-3
WANRCT-2,LAWETI-3
ZHAWWA,LAWETI-3
MISUPB,LAWETI-3
GILAIT-12,GAINOT
INEDBS,GAINOT
GILIEI-3,GAINOT
GILDTD-3,GAINOT
DINSFC,GAINOT
MLLEOA-4,DANTPC-3
SHEATH-4,DANTPC-3
MAMMRS,DANTPC-3
NYHMIL,DANTPC-3
LOHSRA,DANTPC-3
DENSRA-4,DANTPC-3
JECSRF-2,DANTPC-3
EVASRA,DANTPC-3
NYHTTF,DANTPC-3
RYLIFJ,DANTPC-3
RYLCYH,DANTPC-3
GUNDWI,DANTPC-3
FRITFO-13,DANTPC-3
LANTRT-5,DANTPC-3
DANRBA-2,DANTPC-3
NYHCAR,DANTPC-3
KEMITT,DANTPC-3
HEAFMA-2,DANTPC-3
MAMSCL,DANTPC-3
STRTET-8,DANTPC-3
JECTMS,DANTPC-3
LUNUOS,DANTPC-3
SARER-3,DANTPC-3
GROMLI-4,CRETAL-3
GRAWWO-2,CRETAL-3
WALABB-2,CRETAL-3
FLOSAB-2,CRETAL-3
BHAHAA-3,CRETAL-3
CHIADS,CRETAL-3
WEBDTM,WEBIAA-2
WEBATV,WEBIAA-2
WEBETM-2,WEBIAA-2
CHESVO,WEBIAA-2
WEBTIO-14,WEBIAA-2
VANGSI-5,WEBIAA-2
HOOGSI,WEBIAA-2
BOUMEO-3,WEBIAA-2
SHIIDO,GARBAP-2
DAVWII-3,GARBAP-2
HANHOP,GARBAP-2
BEREPO-5,GARBAP-2
AARALB,GARBAP-2
CURDLT-2,GARBAP-2
VANPII-5,GARBAP-2
CARCAO-2,GARBAP-2
JANAMR-2,GARBAP-2
SDETPA,GARBAP-2
GYNDGA,GARBAP-2
GRIIRA-3,GARBAP-2
JOHTSO-44,GARBAP-2
JOHTSO-41,GARBAP-2
JOHASA-13,GARBAP-2
KEMSPT,GARBAP-2
GRITRO-28,GARBAP-2
KROMDS,VARTAP-2
BRABPA-3,VARTAP-2
PHISS-6,VARTAP-2
VRAPFP-2,VARTAP-2
VARCDB,VARTAP-2
KORCAA-4,VARTAP-2
SMODEE,VARTAP-2
GIADTW,FRIMOL
SARWPC,FRIMOL
GIANPF-2,FRIMOL
TOYNNA,FRIMOL
FRIDAP-2,FRIMOL
BROAAC-13,FRIMOL
GIAPPA,FRIMOL
BACNTF,FRIMOL
GIAPPA-3,FRIMOL
BRAAOA-6,CAPMAI
CAPAWA,CAPMAI
LEDALM,CAPMAI
KOCBSP,CAPMAI
OSTMBC,CAPMAI
SAALFT,CAPMAI
GROTCA-5,CAPMAI
KURE,PROINE
TOGQJJ,PROINE
PROHSA,PROINE
VACAMK,PROINE
HUDR-9,PROINE
THODWT-4,PROINE
SALEAU-2,PROINE
MAYHMP,SCHDEC-2
KESMDI,SCHDEC-2
JAQBMD,SCHDEC-2
DANTNA-5,SCHDEC-2
WILMXA,SCHDEC-2
HORIIE-2,SCHDEC-2
DAZDMB,SCHDEC-2
SCHECG-2,SCHDEC-2
OKTPIC,SCHDEC-2
SCHSEL-7,SCHDEC-2
CLATDO-27,SCHDEC-2
HOUTMB,SCHDEC-2
REHHSA,SCHDEC-2
HAICHA-4,SCHDEC-2
NIKFET,SCHDEC-2
KIMATS,SCHDEC-2
SCHSEL-8,SCHDEC-2
ROZAEY,SCHDEC-2
RENEPO-2,LUDRTA
FRADRP-4,LUDRTA
ELHBTD,LUDRTA
WILWKI,LUDRTA
WILKPA-8,LUDRTA
LUDTPO-4,LUDRTA
LUDEWO,LUDRTA
LUDPOE,LUDRTA
LUDTPO-5,LUDRTA
BYSEII,LUDRTA
WILCAS-12,LUDRTA
BYSFCT,LUDRTA
LUDPOE-2,LUDRTA
WEIRAC-5,LUDRTA
HARHTR-5,HARBNA-5
BACTMB-3,HARBNA-5
BACTWO-16,HARBNA-5
BENCIT-11,HARBNA-5
SKORSF,HARBNA-5
HEIDAC-6,HARBNA-5
HARANA-5,HARBNA-5
ARCUHA,MATIHO
TSYCTI,MATIHO
NEHKSR,MATIHO
TABBJF,MATIHO
HOLWMA,MATIHO
MONATW,MATIHO
MATRO-4,MATIHO
DAGSE,MATIHO
GAIMMT,GAIEII-2
GAIWIL,GAIEII-2
GAIIBH,GAIEII-2
GAIIBO,GAIEII-2
GAIICO,GAIEII-2
GAISTT,GAIEII-2
GAIISO,GAIEII-2
GAIIRA,GAIEII-2
GAIIIT,GAIEII-2
VANMII-2,WRITOC
WRIOEI,WRITOC
BOKRAE,WRITOC
BOKFAA,WRITOC
WRIHAB,WRITOC
SHERTE-4,WRITOC
KARERA-3,WRITOC
KOSTDO-17,WRITOC
POVIAE,WRITOC
TRZIAE,WRITOC
ERBWCP-2,WRITOC
CRAIAT-5,WRITOC
JINTOD,WRITOC
BONTLO-5,WRITOC
LAUSEP-2,RHLIIM
MACMPF,RHLIIM
RADEMR,RHLIIM
COLCSB-2,RHLIIM
HENFFA-5,RHLIIM
MACOTP-14,RHLIIM
CASWHA,RHLIIM
ALIREP,RHLIIM
EASNMS,RHLIIM
SCHTIO-70,RHLIIM
EFALTE,POTPIC-2
LEETMS-3,POTPIC-2
COLERA-4,POTPIC-2
EROLOO-2,POTPIC-2
CUROIA-2,POTPIC-2
KSTMPD,POTPIC-2
HAUMIA,POTPIC-2
MALTPO-36,POTPIC-2
KERTHC,POTPIC-2
RAJTSO-2,POTPIC-2
HEEVOA,HEEDLE
PEETWT-2,HEEDLE
PEEMMA-2,HEEDLE
GILHNS,HEEDLE
CASCAT-8,HEEDLE
FASRTE-2,HEEDLE
FEREOA-4,HEEDLE
ZHAWBS,BJEHKA
ZHACSP,BJEHKA
ZHASSA-2,BJEHKA
TOPSS,BJEHKA
ZHAORT-2,BJEHKA
KLAWIT-2,BJEHKA
KLBPRA,KLBRR
KLBOAP-4,KLBRR
ZEMPFA,KLBRR
SKONCA-3,KLBRR
SKORSF,KLBRR
RIGCCA-2,KLBRR
RATAAE-5,KLBRR
KLBOAP,KLBRR
DINRAA,KLBRR
GONIAA,KLBRR
BORFDA-2,KLBRR
BORDSF,KLBRR
KOTOTV-5,TANEVA
WILVAO-3,TANEVA
SILAEN-4,TANEVA
DOLEIA-2,TANEVA
KOTOTV-4,TANEVA
MATDIC-4,TANEVA
KOTTAU,TANEVA
DORIHA,TANEVA
TANVOT-2,TANEVA
BATVEH,TANEVA
TANVOT,TANEVA
CEVRFR,TANEVA
KIDDEV,TANEVA
KOTANU,TANEVA
MEYEVP-2,TANEVA
CARVOD,TANEVA
WESTFC,TANEVA
BATMAM-4,TANEVA
KOTTAU-3,TANEVA
MCGFLT-3,MAIMEA
VANOTB-2,MAIMEA
MAIARF-2,MAIMEA
WALSAA-24,MAIMEA
ZMIIMO,MAIMEA
WALSAA-22,MAIMEA
MAIPAE,MAIMEA
DAWVOD,SCHCVB-2
LAUSEP-2,SCHCVB-2
REITRI-4,SCHCVB-2
PEKTRO-2,SCHCVB-2
BECTCR,SCHCVB-2
RUETMP,SCHCVB-2
KRLLJF,SCHCVB-2
NOOCAM,TIGAMR
MIJJUO,TIGAMR
TREAII-3,TIGAMR
CHAACD-7,TIGAMR
OIMTRG,TIGAMR
TIGTIN,TIGAMR
COLCAM,TIGAMR
CALHAC-2,TIGAMR
OIMCTT,TIGAMR
FUNRAD,TIGAMR
CONBIO-3,TIGAMR
TIGSRT,TIGAMR
TIGTRD,TIGAMR
TIGTAA,TIGAMR
SMASLO,SMAECA-2
KRUEAE,SMAECA-2
HEECAT-2,SMAECA-2
SMAMOT,SMAECA-2
JAMFTT-2,SMAECA-2
FREAOB,SMAECA-2
SMAMIT,SMAECA-2
TURARA-2,SMAECA-2
HEECAT-3,SMAECA-2
BRUEMS,SMAECA-2
LASNOF,SMAECA-2
FIGTTN,SMAECA-2
FAVEEF,SMAECA-2
OSLTWO,SMAECA-2
TURHAH-4,SMAECA-2
LASNOF-2,SMAECA-2
DOWADA-3,SMAECA-2
LONAPH,SMAECA-2
SCHMIT-21,SMAECA-2
FRIAWT-2,SRICWC
KATRAD-2,SRICWC
MARTWO-30,SRICWC
COSTPO-16,SRICWC
SINNSI-2,SRICWC
JOSNAA-2,SRICWC
SINISO-7,SRICWC
KLEIDO-3,BAGRSE
SCISOR,BAGRSE
CAREIO-2,BAGRSE
FLOFAF,BAGRSE
KLBRR,BAGRSE
CARANM,BAGRSE
CARRKA-2,BAGRSE
MACB-4,BAGRSE
RAHISR,BAGRSE
BAGRHO-5,BAGRSE
SPERIA,BAGRSE
LABICR,BAGRSE
NISTSO-4,BAGRSE
VRALTA,BAGRSE
ASHRER,BAGRSE
SEIKTA,BAGRSE
GORMRA-3,BAGRSE
BAGCWC,BAGRSE
GRAOTN-4,BAGRSE
PAGA-8,BAGRSE
KINDDR,BAGRSE
OTTO,BAGRSE
VILRAC-2,BAGRSE
CHA_TO-8,BAGRSE
BURCTA-3,BAGRSE
DERAQ,BAGRSE
GRATPU,BAGRSE
SIERIA,BAGRSE
TOLEAE,BAGRSE
VASRS,BAGRSE
IOSAMU,BAGRSE
BAGIVO,BAGRSE
HARUDR,BAGRSE
ARRPAI,BAGRSE
MAROTT-3,BAGRSE
ATERDE,RUSCDS-3
TANCTS-4,RUSCDS-3
ETTAAF,RUSCDS-3
BOUDIL,RUSCDS-3
NICDIA-3,RUSCDS-3
NICDIA-2,RUSCDS-3
ILITFO,RUSCDS-3
MABEO,RUSCDS-3
PAPPMA-4,RUSCDS-3
ZAJCAA,RUSCDS-3
BORQMB,RUSCDS-3
BIRLWE,RUSCDS-3
CRMRDO,RUSCDS-3
CROPMR,RUSCDS-3
DORDNF,RUSCDS-3
SHACAE-6,RUSCDS-3
SELKTD,RUSCDS-3
GEIBOU,RUSCDS-3
BROFFP,RUSCDS-3
CANAPA-3,RUSCDS-3
SEAYSS,RUSCDS-3
CORNBD-2,RUSCDS-3
UGWTDR,RUSCDS-3
RESCFF,RUSCDS-3
WHIWCT,RUSCDS-3
WANPID,RUSCDS-3
FRSOTB,RUSCDS-3
SIPTLS,RUSCDS-3
SANFTO-3,RUSCDS-3
PELTOE-2,RUSCDS-3
NIKGOW,RUSCDS-3
MASEOT-6,RUSCDS-3
KOZTTF-3,RUSCDS-3
KARVAI-2,RUSCDS-3
JONPPO-2,RUSCDS-3
GOIAEA,RUSCDS-3
DUQBDC,RUSCDS-3
ANDIAL-8,RUSCDS-3
OTAPOE,HORIEI
KHAAMS,HORIEI
TOOAMD,HORIEI
REUNAC,HORIEI
HORIIE-2,HORIEI
KNETTM,HORIEI
FISPAM-7,HORIEI
DEBCAC-3,HORIEI
BAUCCO,HORIEI
PLZTEA,HORIEI
HOREPA-6,HORIEI
LUCCWS,HORIEI
WIEAAT-3,HORIEI
SCHPEP-8,HORIEI
FISPLE-2,HORIEI
LANMPR-3,HORIEI
ALMETP,HORIEI
PRICAC-4,HORIEI
MACWVM,HORIEI
PROTEP-4,HORIEI
ETAF,OBEMFC
JAUACA,OBEMFC
JONMFH-2,OBEMFC
BABOEI-2,OBEMFC
BABNAT-4,OBEMFC
POOTHA,FLEORC
FLEWWR,FLEORC
CUDCDA,FLEORC
MENSRO-5,FLEORC
JACAMO-4,FLEORC
POOOTM,FLEORC
STEITC-7,FLEORC
LINOTS-7,FLEORC
MASOTC-2,FLEORC
YAGSMV,FLEORC
ROBNPO-3,FLEORC
ROBRLE-3,FLEORC
BRAORR-2,FLEORC
FEITSO-7,FLEORC
SCHESA-12,FLEORC
MANHWI-4,FLEORC
FEITCL-2,FLEORC
YAGRAS,FLEORC
FLESSA-7,FLEORC
LUCAFS,FLEORC
LUCMVI,FLEORC
DETMDI,GRAIPO
ASHVAR,GRAIPO
KLIHTD,GRAIPO
MEIIVA-2,GRAIPO
FERPWA-3,GRAIPO
IGNPWA,GRAIPO
EGGQOW,SAASRM
BARZOI,SAASRM
EGGDTM,SAASRM
FRELPB-4,SAASRM
BEISTA-2,SAASRM
SAAIR,SAASRM
ACUCTL,SAASRM
BARSRF-2,SINDNR
PECMAI,SINDNR
HUALAB,SINDNR
VASHRI,SINDNR
LOUTEB-3,SINDNR
LOUEPO,SINDNR
SAKMMA,SINDNR
ARVJTF,SINDNR
SANLNA,SINDNR
GRIDAA-8,SINDNR
GRIRIM,SINDNR
GOLSE,SINDNR
REITDT-2,SINDNR
GRICPD,SINDNR
REITDT,SINDNR
HENACS-3,DEMH-3
WODOWA-3,DEMH-3
RITELA,DEMH-3
HERGAA,DEMH-3
DEMBBG-3,DEMH-3
DOUCCW,DEMH-3
DEMETN,DEMH-3
DEMHMG,DEMH-3
DOUWDD,DEMH-3
DEMBBG-2,DEMH-3
HANMP-3,DEMH-3
LASMCO,DEMH-3
BAKTAD-2,DEMH-3
PRITCA-7,DEMH-3
COSGIT-3,DEMH-3
BAIPBA,DEMH-3
RICEAE-4,DEMH-3
FISIOP,DEMH-3
BERRSC-2,DEMH-3
ROWTNO-8,DEMH-3
WODRSH,DEMH-3
DOUSCO,DEMH-3
HERHTD-3,DEMH-3
BOGWTT,DEMH-3
DEMMBM-2,DEMH-3
KNOTNO-5,DEMH-3
KUKTGT,DEMH-3
WODTEC,DEMH-3
DOUWDD-2,DEMH-3
ROSTCF-12,DEMH-3
BERDFM-2,DEMH-3
STETMA-28,DEMH-3
BOLETV,SINPGA-3
SINOTA-2,SINPGA-3
SINQBE,SINPGA-3
SINWOT,SINPGA-3
BERVBC,SINPGA-3
COUTVO-5,SINPGA-3
NICCPA-5,SINPGA-3
SINLAV,SINPGA-3
BEAIAT-6,SINPGA-3
OSLAMA,SINPGA-3
PIAAAV,SINPGA-3
WESBWM,SINPGA-3
WHETVO-2,SINPGA-3
POTTCO-4,SINPGA-3
COUTVO-3,SINPGA-3
SINMEA-7,SINPGA-3
BERNOG,SINPGA-3
ASHVAR,SINPGA-3
MEITPO-17,SINPGA-3
MEIIVA-2,SINPGA-3
DAWMIV,SINPGA-3
STCEAD,SINPGA-3
RYABEA,SINPGA-3
TANCAI-5,MOGMDA-2
THOATS-5,MOGMDA-2
RUSOTA-2,MOGMDA-2
SCHLPP-14,MOGMDA-2
THOPIP-4,MOGMDA-2
THOTPA-28,MOGMDA-2
TOOAMD,LEWAAT-9
LEWTAC-8,LEWAAT-9
LEWPAC-5,LEWAAT-9
YLERMB,LEWAAT-9
LEWRJR,LEWAAT-9
LEWCAP-13,LEWAAT-9
LEWSVA-2,LEWAAT-9
BANAPA-3,LEWAAT-9
CASCSF,FRETVO-10
STUTRO-19,FRETVO-10
LINONS,FRETVO-10
IVAWIA,FRETVO-10
BRYGIC,FRETVO-10
KOZSEB,FRETVO-10
SAVIRI-3,FRETVO-10
MURIIS,FRETVO-10
LINONS-2,FRETVO-10
SARPTE,FRETVO-10
IVATAO-3,FRETVO-10
BARGWG,BARGAG-6
JENHTB,BARGAG-6
DEMTMO-6,BARGAG-6
WODOWA-3,BARGAG-6
PODCCE,BARGAG-6
ANDQAS,BARGAG-6
GHEWDI,BARGAG-6
RITELA,BARGAG-6
ZEMICA,BARGAG-6
DEMBBG-3,BARGAG-6
LAWESO,BARGAG-6
BRABPA-3,BARGAG-6
BYRGM,BARGAG-6
NEWTAD-2,BARGAG-6
DEMETN,BARGAG-6
ANTFWM,BARGAG-6
BOGEAF,BARGAG-6
ZEMSAT,BARGAG-6
BYRAWA,BARGAG-6
DEMBBG-2,BARGAG-6
BOGSIP-3,BARGAG-6
PODWCE,BARGAG-6
DEMH-3,BARGAG-6
DARQMA,BARGAG-6
MIKFPO,BARGAG-6
COSGIT-3,BARGAG-6
BEHTAP-2,BARGAG-6
KIRHTS,BARGAG-6
COSRWO,BARGAG-6
ANDWIM-3,BARGAG-6
TURMFA-2,BARGAG-6
RICCSO-2,BARGAG-6
KIRGFA,BARGAG-6
TURGAF,BARGAG-6
RIFSBD,BARGAG-6
ROWTNO-8,BARGAG-6
REAGAA-2,BARGAG-6
BOGWTT,BARGAG-6
PAYSFS,BARGAG-6
CHECAT-8,BARGAG-6
CHEOTA-3,BARGAG-6
ICHCI,BARGAG-6
KNOTNO-5,BARGAG-6
MONTCE-6,BARGAG-6
KUKTGT,BARGAG-6
ZIETAN-3,BARGAG-6
GARAF,BARGAG-6
SKRPIS,BARGAG-6
WILTAC-21,BARGAG-6
KITCEA-2,BARGAG-6
GRISCB-2,BARGAG-6
RIFS-2,BARGAG-6
PPAFRV,BARGAG-6
THAETR,BARGAG-6
HOSEII,ANDIAL-8
WIETEO-20,ANDIAL-8
WIEWJD,ANDIAL-8
WIEHAA,ANDIAL-8
JUCSBA,ANDIAL-8
JUCSBA-2,ANDIAL-8
REYFTP-2,DIPLDA-2
PISAIT-2,DIPLDA-2
WIECLL,DIPLDA-2
VASQOC,DIPLDA-2
VEILMA,DIPLDA-2
MARTWO-30,DIPLDA-2
DIPTAE-3,DIPLDA-2
FACPTC,DIPLDA-2
NEIATW,DIPLDA-2
BRUTEI-4,DIPLDA-2
HIPESC,DIPLDA-2
GARAIM-3,DIPLDA-2
CADEBS,DIPLDA-2
MANTRO-41,LOMWIS-2
MALDAT-7,LOMWIS-2
ANTCIC-2,LOMWIS-2
JAVHAC,LOMWIS-2
ANTAPA-4,LOMWIS-2
ANTIMA-6,LOMWIS-2
FIGSF-2,LOMWIS-2
LONASM,LOMWIS-2
PEPCAA-3,LOMWIS-2
DINIFP,LOMWIS-2
MANCOA-3,LOMWIS-2
SHEIVE-2,LOMWIS-2
LOMDTD,LOMWIS-2
BENBWT,LOMWIS-2
ANTCIT,LOMWIS-2
VANPAP-30,LOMWIS-2
LOMWIQ,LOMWIS-2
VANPAP-32,LOMWIS-2
SCEIWO,LOMWIS-2
RUIIBL,LOMWIS-2
LOMDBI,LOMWIS-2
FERDBI,LOMWIS-2
LOMQIO,LOMWIS-2
OTANTF,HERCAC-13
SHODNN,HERCAC-13
MUOACF,HERCAC-13
JWARAA,HERCAC-13
ISHIDO,HERCAC-13
GILMTC,HERCAC-13
FEITDO-3,HERCAC-13
IENTAG,HERCAC-13
WEBRAT-16,HERCAC-13
FYFNFI,HERCAC-13
BRONMP,HERCAC-13
JECANG,HERCAC-13
DELNPA,HERCAC-13
MCKASI-5,BACATP-2
GMEPWE,BACATP-2
SASMTI-3,BACATP-2
PIRAHN,BACATP-2
DEZPWE,BACATP-2
SASTPW,BACATP-2
PIRROH,BACATP-2
JACGRA-2,KH-4
KH-4,KH-4
RAPCAS-2,KH-4
PIASAW,KH-4
CARKAE-10,KH-4
CARTDO-47,KH-4
PAVSIE-2,KH-4
HILUW-2,KH-4
PARKAE,KH-4
CATRAR,KH-4
MARFRA-9,KH-4
HILUWH,KH-4
CARIAA-17,KH-4
HARAKA-4,KH-4
PAVELK-2,KH-4
HABCPK-2,KH-4
PAVPKF,KH-4
PAVSAK,KH-4
SHEKPK,KH-4
ELZKHT,KH-4
CARTSK,KH-4
MILJAJ,KH-4
FANKH,KH-4
CARKAC-3,KH-4
ELZKAW,KH-4
KOTSAT-4,KH-4
MILEAA-10,KH-4
BROTRR-3,KH-4
MIZOMT,KH-4
ELZKHT-3,KH-4
STEACP-4,KH-4
WAIKIT,KH-4
ROBSAS-20,KH-4
CLASPO-2,VASAEP
AQUBBB,VASAEP
EDILTT,VASAEP
DEMCLS-3,VASAEP
PUCCOI,VASAEP
LEUTTC-2,VASAEP
YANCAI-4,VASAEP
KURAII,VASAEP
TRADCM,VASAEP
NERTEP,VASAEP
LIMTTO,VASAEP
DIAEOD-2,VASAEP
SANSRD-2,VASAEP
PANDTB-3,VASAEP
MZEGTH,VASAEP
MEDCSR,VASAEP
TAUIRR-2,ELLOTP-4
WEIOAA-4,ELLOTP-4
JIMESY-2,ELLOTP-4
SAHOPA-2,ELLOTP-4
BRUWEA-2,ELLOTP-4
RYACTU,ELLOTP-4
WOLEDI-2,ELLOTP-4
ELLTCC-4,ELLOTP-4
LAIDNR,ELLOTP-4
BENPRI,ELLOTP-4
PERAST-5,ELLOTP-4
WOLEDI-3,ELLOTP-4
BEIWIT,ELLOTP-4
FERTCO-27,ELLOTP-4
BALEID-4,ELLOTP-4
VOOTCW,ELLOTP-4
BRUWEA-4,ELLOTP-4
SAHWIT,ELLOTP-4
PEAWTL,ELLOTP-4
MARELT-2,ELLOTP-4
ROMVSD,ROMAPP
ADKAPL,ROMAPP
BIDPLC,ROMAPP
SCHAOR-7,ROMAPP
CARPLW-2,ROMAPP
CAVOFD,ROMAPP
KENPLI-2,ROMAPP
HORMPC,ARNCRD
HORCRF,ARNCRD
SCHGEI-5,ARNCRD
MULCAA-7,ARNCRD
GRARPN-5,CONTNN
MILEPC,CONTNN
NEWAPT-3,CONTNN
MCCECO-2,CONTNN
WARCVT,CONTNN
GOZBKA,CONTNN
JRVSSH,LAUSEP-2
BADTEA-2,LAUSEP-2
RADEMR,LAUSEP-2
LUSRA,LAUSEP-2
NARRIF,LAUSEP-2
BILEVO,LAUSEP-2
PARTIO-42,LAUSEP-2
PIEPBC,LAUSEP-2
ALLEPO-3,LAUSEP-2
VANTIO-79,LAUSEP-2
POTSAT-5,KERTPU
SLAPCO-5,KERTPU
BARSAO-17,KERTPU
SANTSP-9,KERTPU
GERHTB-3,KERTPU
GERPST-2,KERTPU
SLAUAT-2,KERTPU
KELTRO-29,KERTPU
MONUWI,KERTPU
PETSCA-5,KERTPU
BLAPAA-16,KERTPU
STEATR-2,SMIMST-2
YITTRO,SMIMST-2
HOTMTI,SMIMST-2
DAVBAH-3,SMIMST-2
RAMSMH,SMIMST-2
GONASC,SMIMST-2
RADEMR,SMIMST-2
KLAAIL,SMIMST-2
LITUVI,SMIMST-2
TERBGQ,SMIMST-2
GAOTIO-3,SMIMST-2
MASAFT,SMIMST-2
CORACD-4,SMIMST-2
GRICFO,SMIMST-2
DEAEJA,SMIMST-2
CALCSO-5,SMIMST-2
OSOTEO,SMIMST-2
JAYUTB,SMIMST-2
ZAFSEO,SMIMST-2
SCHEFA-11,SMIMST-2
MITMVT,SMIMST-2
HAHAPP,SMIMST-2
RAMSOC,SMIMST-2
NICSIR,SMIMST-2
URIEOE-2,SMIMST-2
ZHABOC,SMIMST-2
CHOTAT-4,SMIMST-2
WESSCE-3,SMIMST-2
SAMUHR,SMIMST-2
MOLDSO,SMIMST-2
SILICW,SMIMST-2
RIMTBS,SMIMST-2
CLAMCS-3,SMIMST-2
BEDTTR,SMIMST-2
FUHDNY,SMIMST-2
RANTNT,SMIMST-2
